0.0,200.0
3.0,200.0
7.5,200.0
13.0,200.0
19.0,200.0
26.0,200.0
34.0,200.0
43.0,200.0
53.0,200.0
64.0,200.0
76.0,200.0
89.0,200.0
103.0,200.0
118.0,200.0
134.0,200.0
151.0,200.0
169.0,200.0
188.0,200.0
208.0,200.0
229.0,200.0
251.0,200.0
274.0,200.0
298.0,200.0
323.0,200.0
349.0,200.0
376.0,200.0
404.0,200.0
433.0,200.0
463.0,200.0
494.0,200.0
526.0,200.0
559.0,200.0
593.0,200.0
628.0,200.0
664.0,200.0
701.0,200.0
739.0,200.0
778.0,200.0
818.0,200.0
859.0,200.0
901.0,200.0
944.0,200.0
988.0,200.0
1033.0,200.0
1079.0,200.0
1126.0,200.0
1174.0,200.0
1223.0,200.0
1273.0,200.0
1324.0,200.0
1376.0,200.0
1429.0,200.0
1483.0,200.0
1538.0,200.0
1594.0,200.0
1651.0,200.0
1709.0,200.0
1768.0,200.0
1828.0,200.0
1889.0,200.0
1951.0,200.0
2014.0,200.0
2078.0,200.0
2143.0,200.0
2209.0,200.0
2276.0,200.0
2344.0,200.0
2413.0,200.0
2500.0,200.0
0.0,205.0
3.0,205.0
7.5,205.0
13.0,205.0
19.0,205.0
26.0,205.0
34.0,205.0
43.0,205.0
53.0,205.0
64.0,205.0
76.0,205.0
89.0,205.0
103.0,205.0
118.0,205.0
134.0,205.0
151.0,205.0
169.0,205.0
188.0,205.0
208.0,205.0
229.0,205.0
251.0,205.0
274.0,205.0
298.0,205.0
323.0,205.0
349.0,205.0
376.0,205.0
404.0,205.0
433.0,205.0
463.0,205.0
494.0,205.0
526.0,205.0
559.0,205.0
593.0,205.0
628.0,205.0
664.0,205.0
701.0,205.0
739.0,205.0
778.0,205.0
818.0,205.0
859.0,205.0
901.0,205.0
944.0,205.0
988.0,205.0
1033.0,205.0
1079.0,205.0
1126.0,205.0
1174.0,205.0
1223.0,205.0
1273.0,205.0
1324.0,205.0
1376.0,205.0
1429.0,205.0
1483.0,205.0
1538.0,205.0
1594.0,205.0
1651.0,205.0
1709.0,205.0
1768.0,205.0
1828.0,205.0
1889.0,205.0
1951.0,205.0
2014.0,205.0
2078.0,205.0
2143.0,205.0
2209.0,205.0
2276.0,205.0
2344.0,205.0
2413.0,205.0
2500.0,205.0
0.0,212.0
3.0,212.0
7.5,212.0
13.0,212.0
19.0,212.0
26.0,212.0
34.0,212.0
43.0,212.0
53.0,212.0
64.0,212.0
76.0,212.0
89.0,212.0
103.0,212.0
118.0,212.0
134.0,212.0
151.0,212.0
169.0,212.0
188.0,212.0
208.0,212.0
229.0,212.0
251.0,212.0
274.0,212.0
298.0,212.0
323.0,212.0
349.0,212.0
376.0,212.0
404.0,212.0
433.0,212.0
463.0,212.0
494.0,212.0
526.0,212.0
559.0,212.0
593.0,212.0
628.0,212.0
664.0,212.0
701.0,212.0
739.0,212.0
778.0,212.0
818.0,212.0
859.0,212.0
901.0,212.0
944.0,212.0
988.0,212.0
1033.0,212.0
1079.0,212.0
1126.0,212.0
1174.0,212.0
1223.0,212.0
1273.0,212.0
1324.0,212.0
1376.0,212.0
1429.0,212.0
1483.0,212.0
1538.0,212.0
1594.0,212.0
1651.0,212.0
1709.0,212.0
1768.0,212.0
1828.0,212.0
1889.0,212.0
1951.0,212.0
2014.0,212.0
2078.0,212.0
2143.0,212.0
2209.0,212.0
2276.0,212.0
2344.0,212.0
2413.0,212.0
2500.0,212.0
0.0,221.0
3.0,221.0
7.5,221.0
